order_id,account_id,account_name,vertical,product_id,product_name,quantity,order_date,use_case
O01428,A0043,ManufacturingCo3,manufacturing,P0002,Meraki MX250,28,2024-01-02,IoT sensor connectivity
O01429,A0067,RetailCo7,retail,P0008,Meraki MV22,26,2024-11-09,Customer analytics Wi-Fi
O01430,A0013,HealthcareCo13,healthcare,P0007,Meraki MV12,2,2024-11-14,HIPAA compliance monitoring
O01431,A0084,GovernmentCo4,government,P0004,Meraki MR36,43,2024-12-09,Secure inter-agency link
O01432,A0085,GovernmentCo5,government,P0006,Meraki MS225,10,2025-02-19,Emergency response network
O01433,A0083,GovernmentCo3,government,P0004,Meraki MR36,30,2024-05-05,Public Wi-Fi rollout
O01434,A0088,GovernmentCo8,government,P0010,Meraki MT10,33,2024-01-10,Emergency response network
O01435,A0060,ManufacturingCo20,manufacturing,P0001,Meraki MX64,45,2023-09-10,Safety camera installation
O01436,A0028,EducationCo8,education,P0006,Meraki MS225,20,2023-11-12,Lecture hall streaming
O01437,A0057,ManufacturingCo17,manufacturing,P0005,Meraki MS120,30,2024-05-08,Safety camera installation
O01438,A0084,GovernmentCo4,government,P0005,Meraki MS120,40,2023-10-09,Secure inter-agency link
O01439,A0014,HealthcareCo14,healthcare,P0007,Meraki MV12,33,2023-07-03,Medical imaging storage
O01440,A0032,EducationCo12,education,P0009,Meraki MV72,16,2024-11-02,Online testing infrastructure
O01441,A0033,EducationCo13,education,P0006,Meraki MS225,6,2024-01-25,Student device management
O01442,A0055,ManufacturingCo15,manufacturing,P0004,Meraki MR36,16,2025-01-22,Supply chain tracking
O01443,A0036,EducationCo16,education,P0009,Meraki MV72,29,2024-08-14,Student device management
O01444,A0037,EducationCo17,education,P0008,Meraki MV22,27,2024-10-28,Campus wireless expansion
O01445,A0012,HealthcareCo12,healthcare,P0009,Meraki MV72,10,2024-07-01,Patient data security
O01446,A0042,ManufacturingCo2,manufacturing,P0007,Meraki MV12,25,2025-02-18,Factory floor monitoring
O01447,A0012,HealthcareCo12,healthcare,P0010,Meraki MT10,16,2024-10-23,Medical imaging storage
O01448,A0019,HealthcareCo19,healthcare,P0010,Meraki MT10,44,2024-12-23,Patient data security
O01449,A0010,HealthcareCo10,healthcare,P0005,Meraki MS120,26,2023-05-26,Patient data security
O01450,A0072,RetailCo12,retail,P0002,Meraki MX250,9,2024-12-28,Inventory system network
O01451,A0019,HealthcareCo19,healthcare,P0008,Meraki MV22,38,2023-09-23,Medical imaging storage
O01452,A0043,ManufacturingCo3,manufacturing,P0004,Meraki MR36,48,2025-04-25,IoT sensor connectivity
O01453,A0013,HealthcareCo13,healthcare,P0004,Meraki MR36,50,2024-05-20,HIPAA compliance monitoring
O01454,A0014,HealthcareCo14,healthcare,P0001,Meraki MX64,10,2024-08-01,HIPAA compliance monitoring
O01455,A0065,RetailCo5,retail,P0004,Meraki MR36,20,2023-07-19,In-store digital signage
O01456,A0067,RetailCo7,retail,P0004,Meraki MR36,25,2024-12-24,In-store digital signage
O01457,A0088,GovernmentCo8,government,P0005,Meraki MS120,12,2024-11-18,Emergency response network
O01458,A0002,HealthcareCo2,healthcare,P0004,Meraki MR36,40,2024-11-17,Medical imaging storage
O01459,A0003,HealthcareCo3,healthcare,P0010,Meraki MT10,42,2024-10-12,Remote telehealth setup
O01460,A0056,ManufacturingCo16,manufacturing,P0005,Meraki MS120,10,2024-10-15,Factory floor monitoring
O01461,A0065,RetailCo5,retail,P0007,Meraki MV12,48,2024-07-29,Inventory system network
O01462,A0020,HealthcareCo20,healthcare,P0006,Meraki MS225,7,2023-07-25,HIPAA compliance monitoring
O01463,A0005,HealthcareCo5,healthcare,P0008,Meraki MV22,40,2024-06-22,HIPAA compliance monitoring
O01464,A0011,HealthcareCo11,healthcare,P0006,Meraki MS225,44,2023-10-20,Patient data security
O01465,A0019,HealthcareCo19,healthcare,P0010,Meraki MT10,20,2025-03-11,HIPAA compliance monitoring
O01466,A0007,HealthcareCo7,healthcare,P0004,Meraki MR36,39,2024-04-03,Remote telehealth setup
O01467,A0048,ManufacturingCo8,manufacturing,P0005,Meraki MS120,24,2023-07-25,IoT sensor connectivity
O01468,A0052,ManufacturingCo12,manufacturing,P0006,Meraki MS225,26,2024-01-16,IoT sensor connectivity
O01469,A0073,RetailCo13,retail,P0003,Meraki MR33,34,2024-10-16,Inventory system network
O01470,A0099,GovernmentCo19,government,P0010,Meraki MT10,16,2024-09-02,Secure inter-agency link
O01471,A0093,GovernmentCo13,government,P0002,Meraki MX250,36,2024-07-11,Emergency response network
O01472,A0048,ManufacturingCo8,manufacturing,P0001,Meraki MX64,12,2023-06-23,IoT sensor connectivity
O01473,A0038,EducationCo18,education,P0005,Meraki MS120,14,2024-11-19,Campus wireless expansion
O01474,A0049,ManufacturingCo9,manufacturing,P0006,Meraki MS225,35,2023-11-30,Factory floor monitoring
O01475,A0065,RetailCo5,retail,P0002,Meraki MX250,4,2024-12-01,Inventory system network
O01476,A0063,RetailCo3,retail,P0005,Meraki MS120,25,2025-01-14,POS security
O01477,A0099,GovernmentCo19,government,P0001,Meraki MX64,17,2024-12-25,Secure inter-agency link
O01478,A0012,HealthcareCo12,healthcare,P0004,Meraki MR36,49,2023-06-16,Medical imaging storage
O01479,A0064,RetailCo4,retail,P0006,Meraki MS225,4,2023-10-16,POS security
O01480,A0002,HealthcareCo2,healthcare,P0007,Meraki MV12,44,2023-12-02,Remote telehealth setup
O01481,A0034,EducationCo14,education,P0005,Meraki MS120,50,2024-06-17,Lecture hall streaming
O01482,A0055,ManufacturingCo15,manufacturing,P0010,Meraki MT10,7,2024-08-08,IoT sensor connectivity
O01483,A0027,EducationCo7,education,P0010,Meraki MT10,31,2025-01-08,Online testing infrastructure
O01484,A0030,EducationCo10,education,P0004,Meraki MR36,8,2024-01-13,Lecture hall streaming
O01485,A0022,EducationCo2,education,P0001,Meraki MX64,3,2023-05-23,Student device management
O01486,A0091,GovernmentCo11,government,P0002,Meraki MX250,6,2024-06-03,Secure inter-agency link
O01487,A0005,HealthcareCo5,healthcare,P0003,Meraki MR33,17,2023-08-29,HIPAA compliance monitoring
O01488,A0027,EducationCo7,education,P0001,Meraki MX64,32,2023-10-08,Student device management
O01489,A0100,GovernmentCo20,government,P0003,Meraki MR33,41,2025-03-14,Emergency response network
O01490,A0017,HealthcareCo17,healthcare,P0001,Meraki MX64,36,2024-06-01,HIPAA compliance monitoring
O01491,A0024,EducationCo4,education,P0002,Meraki MX250,31,2024-08-29,Student device management
O01492,A0059,ManufacturingCo19,manufacturing,P0002,Meraki MX250,5,2023-10-08,Supply chain tracking
O01493,A0091,GovernmentCo11,government,P0004,Meraki MR36,36,2024-06-01,Secure inter-agency link
O01494,A0021,EducationCo1,education,P0003,Meraki MR33,12,2024-10-23,Lecture hall streaming
O01495,A0097,GovernmentCo17,government,P0005,Meraki MS120,38,2023-12-06,Secure inter-agency link
O01496,A0039,EducationCo19,education,P0004,Meraki MR36,49,2025-02-10,Student device management
O01497,A0006,HealthcareCo6,healthcare,P0008,Meraki MV22,16,2023-09-20,Patient data security
O01498,A0001,HealthcareCo1,healthcare,P0003,Meraki MR33,16,2023-09-02,HIPAA compliance monitoring
O01499,A0012,HealthcareCo12,healthcare,P0003,Meraki MR33,19,2024-12-27,Remote telehealth setup
O01500,A0009,HealthcareCo9,healthcare,P0002,Meraki MX250,33,2024-08-04,Medical imaging storage
O01501,A0080,RetailCo20,retail,P0008,Meraki MV22,24,2024-11-26,In-store digital signage
O01502,A0039,EducationCo19,education,P0006,Meraki MS225,45,2024-04-13,Lecture hall streaming
O01503,A0030,EducationCo10,education,P0005,Meraki MS120,15,2025-02-10,Online testing infrastructure
O01504,A0053,ManufacturingCo13,manufacturing,P0009,Meraki MV72,48,2023-09-14,Safety camera installation
O01505,A0013,HealthcareCo13,healthcare,P0003,Meraki MR33,28,2023-09-26,HIPAA compliance monitoring
O01506,A0063,RetailCo3,retail,P0006,Meraki MS225,36,2025-04-01,POS security
O01507,A0022,EducationCo2,education,P0001,Meraki MX64,49,2023-11-02,Student device management
O01508,A0026,EducationCo6,education,P0002,Meraki MX250,18,2023-07-17,Student device management
O01509,A0094,GovernmentCo14,government,P0010,Meraki MT10,29,2024-01-29,Emergency response network
O01510,A0067,RetailCo7,retail,P0010,Meraki MT10,32,2024-11-10,Customer analytics Wi-Fi
O01511,A0042,ManufacturingCo2,manufacturing,P0005,Meraki MS120,12,2024-09-21,Safety camera installation
O01512,A0004,HealthcareCo4,healthcare,P0003,Meraki MR33,32,2023-06-17,Remote telehealth setup
O01513,A0060,ManufacturingCo20,manufacturing,P0002,Meraki MX250,30,2024-03-13,IoT sensor connectivity
O01514,A0044,ManufacturingCo4,manufacturing,P0006,Meraki MS225,26,2024-05-11,Supply chain tracking
O01515,A0011,HealthcareCo11,healthcare,P0006,Meraki MS225,29,2025-03-30,Remote telehealth setup
O01516,A0007,HealthcareCo7,healthcare,P0005,Meraki MS120,22,2024-03-28,Medical imaging storage
O01517,A0053,ManufacturingCo13,manufacturing,P0006,Meraki MS225,6,2025-04-14,Factory floor monitoring
O01518,A0082,GovernmentCo2,government,P0002,Meraki MX250,27,2024-10-31,Secure inter-agency link
O01519,A0091,GovernmentCo11,government,P0001,Meraki MX64,6,2025-01-14,Secure inter-agency link
O01520,A0051,ManufacturingCo11,manufacturing,P0003,Meraki MR33,49,2025-03-24,Safety camera installation
O01521,A0070,RetailCo10,retail,P0003,Meraki MR33,33,2024-09-04,Customer analytics Wi-Fi
O01522,A0018,HealthcareCo18,healthcare,P0003,Meraki MR33,42,2024-02-08,Remote telehealth setup
O01523,A0067,RetailCo7,retail,P0003,Meraki MR33,8,2024-12-03,POS security
O01524,A0027,EducationCo7,education,P0008,Meraki MV22,19,2024-03-07,Online testing infrastructure
O01525,A0093,GovernmentCo13,government,P0005,Meraki MS120,12,2023-07-14,Secure inter-agency link
O01526,A0001,HealthcareCo1,healthcare,P0001,Meraki MX64,37,2024-07-17,Patient data security
O01527,A0006,HealthcareCo6,healthcare,P0005,Meraki MS120,12,2023-10-26,Medical imaging storage
O01528,A0059,ManufacturingCo19,manufacturing,P0008,Meraki MV22,8,2024-01-28,Supply chain tracking
O01529,A0060,ManufacturingCo20,manufacturing,P0003,Meraki MR33,34,2024-03-09,Safety camera installation
O01530,A0002,HealthcareCo2,healthcare,P0008,Meraki MV22,36,2023-11-19,HIPAA compliance monitoring
O01531,A0030,EducationCo10,education,P0002,Meraki MX250,36,2023-10-06,Campus wireless expansion
O01532,A0096,GovernmentCo16,government,P0002,Meraki MX250,39,2024-01-28,Emergency response network
O01533,A0086,GovernmentCo6,government,P0002,Meraki MX250,33,2023-07-27,Public Wi-Fi rollout
O01534,A0083,GovernmentCo3,government,P0001,Meraki MX64,1,2024-06-12,Emergency response network
O01535,A0031,EducationCo11,education,P0008,Meraki MV22,5,2024-06-26,Campus wireless expansion
O01536,A0024,EducationCo4,education,P0004,Meraki MR36,50,2023-12-05,Lecture hall streaming
O01537,A0068,RetailCo8,retail,P0007,Meraki MV12,23,2024-07-01,Inventory system network
O01538,A0017,HealthcareCo17,healthcare,P0010,Meraki MT10,10,2024-08-12,HIPAA compliance monitoring
O01539,A0011,HealthcareCo11,healthcare,P0006,Meraki MS225,32,2023-12-07,Patient data security
O01540,A0007,HealthcareCo7,healthcare,P0004,Meraki MR36,6,2025-03-22,Remote telehealth setup
O01541,A0004,HealthcareCo4,healthcare,P0002,Meraki MX250,50,2024-03-26,Remote telehealth setup
O01542,A0041,ManufacturingCo1,manufacturing,P0001,Meraki MX64,9,2023-06-13,IoT sensor connectivity
O01543,A0003,HealthcareCo3,healthcare,P0009,Meraki MV72,13,2024-12-23,HIPAA compliance monitoring
O01544,A0053,ManufacturingCo13,manufacturing,P0004,Meraki MR36,4,2025-02-15,Safety camera installation
O01545,A0035,EducationCo15,education,P0001,Meraki MX64,17,2024-10-09,Online testing infrastructure
O01546,A0006,HealthcareCo6,healthcare,P0001,Meraki MX64,36,2024-04-13,HIPAA compliance monitoring
O01547,A0089,GovernmentCo9,government,P0006,Meraki MS225,45,2024-07-24,Secure inter-agency link
O01548,A0007,HealthcareCo7,healthcare,P0009,Meraki MV72,49,2023-09-29,Patient data security
O01549,A0040,EducationCo20,education,P0009,Meraki MV72,34,2024-08-28,Online testing infrastructure
O01550,A0089,GovernmentCo9,government,P0001,Meraki MX64,27,2023-08-02,Emergency response network
O01551,A0096,GovernmentCo16,government,P0003,Meraki MR33,13,2023-12-22,Public Wi-Fi rollout
O01552,A0020,HealthcareCo20,healthcare,P0006,Meraki MS225,46,2025-02-26,HIPAA compliance monitoring
O01553,A0034,EducationCo14,education,P0007,Meraki MV12,25,2024-05-14,Campus wireless expansion
O01554,A0063,RetailCo3,retail,P0001,Meraki MX64,48,2024-07-05,In-store digital signage
O01555,A0070,RetailCo10,retail,P0009,Meraki MV72,10,2025-01-18,POS security
O01556,A0078,RetailCo18,retail,P0003,Meraki MR33,31,2023-09-07,POS security
O01557,A0035,EducationCo15,education,P0005,Meraki MS120,49,2024-10-21,Online testing infrastructure
O01558,A0040,EducationCo20,education,P0005,Meraki MS120,46,2024-03-09,Lecture hall streaming
O01559,A0087,GovernmentCo7,government,P0008,Meraki MV22,8,2023-07-16,Secure inter-agency link
O01560,A0050,ManufacturingCo10,manufacturing,P0010,Meraki MT10,27,2024-11-24,Safety camera installation
O01561,A0037,EducationCo17,education,P0009,Meraki MV72,9,2023-06-15,Campus wireless expansion
O01562,A0033,EducationCo13,education,P0005,Meraki MS120,43,2023-07-28,Lecture hall streaming
O01563,A0022,EducationCo2,education,P0003,Meraki MR33,39,2024-08-03,Online testing infrastructure
O01564,A0060,ManufacturingCo20,manufacturing,P0009,Meraki MV72,11,2024-02-08,Supply chain tracking
O01565,A0016,HealthcareCo16,healthcare,P0001,Meraki MX64,47,2024-05-23,Patient data security
O01566,A0049,ManufacturingCo9,manufacturing,P0003,Meraki MR33,15,2023-06-04,Supply chain tracking
O01567,A0099,GovernmentCo19,government,P0005,Meraki MS120,37,2023-11-13,City surveillance camera
O01568,A0073,RetailCo13,retail,P0009,Meraki MV72,7,2024-04-17,POS security
O01569,A0054,ManufacturingCo14,manufacturing,P0006,Meraki MS225,8,2024-02-27,Supply chain tracking
O01570,A0079,RetailCo19,retail,P0002,Meraki MX250,20,2023-05-15,Inventory system network
O01571,A0084,GovernmentCo4,government,P0005,Meraki MS120,35,2024-11-15,City surveillance camera
O01572,A0024,EducationCo4,education,P0008,Meraki MV22,35,2025-01-03,Student device management
O01573,A0069,RetailCo9,retail,P0008,Meraki MV22,41,2023-09-10,Customer analytics Wi-Fi
O01574,A0047,ManufacturingCo7,manufacturing,P0004,Meraki MR36,40,2025-05-01,IoT sensor connectivity
O01575,A0035,EducationCo15,education,P0007,Meraki MV12,7,2023-09-22,Lecture hall streaming
O01576,A0096,GovernmentCo16,government,P0008,Meraki MV22,3,2024-12-06,Emergency response network
O01577,A0070,RetailCo10,retail,P0004,Meraki MR36,4,2024-09-20,Customer analytics Wi-Fi
O01578,A0021,EducationCo1,education,P0004,Meraki MR36,18,2024-01-11,Online testing infrastructure
O01579,A0034,EducationCo14,education,P0009,Meraki MV72,34,2024-05-27,Campus wireless expansion
O01580,A0073,RetailCo13,retail,P0009,Meraki MV72,50,2023-08-07,Inventory system network
O01581,A0065,RetailCo5,retail,P0007,Meraki MV12,11,2024-04-21,In-store digital signage
O01582,A0088,GovernmentCo8,government,P0003,Meraki MR33,37,2023-07-15,Emergency response network
O01583,A0021,EducationCo1,education,P0007,Meraki MV12,41,2023-12-18,Student device management
O01584,A0007,HealthcareCo7,healthcare,P0005,Meraki MS120,17,2023-07-28,Medical imaging storage
O01585,A0011,HealthcareCo11,healthcare,P0002,Meraki MX250,33,2024-04-22,Medical imaging storage
O01586,A0005,HealthcareCo5,healthcare,P0002,Meraki MX250,9,2023-07-21,HIPAA compliance monitoring
O01587,A0097,GovernmentCo17,government,P0004,Meraki MR36,4,2024-04-21,Emergency response network
O01588,A0069,RetailCo9,retail,P0007,Meraki MV12,38,2024-08-29,In-store digital signage
O01589,A0075,RetailCo15,retail,P0001,Meraki MX64,26,2024-10-29,Inventory system network
O01590,A0078,RetailCo18,retail,P0003,Meraki MR33,33,2024-09-23,Inventory system network
O01591,A0096,GovernmentCo16,government,P0002,Meraki MX250,13,2024-10-04,Emergency response network
O01592,A0015,HealthcareCo15,healthcare,P0001,Meraki MX64,22,2025-05-02,Remote telehealth setup
O01593,A0022,EducationCo2,education,P0006,Meraki MS225,44,2025-01-21,Student device management
O01594,A0011,HealthcareCo11,healthcare,P0003,Meraki MR33,25,2024-01-15,HIPAA compliance monitoring
O01595,A0065,RetailCo5,retail,P0009,Meraki MV72,5,2023-07-30,POS security
O01596,A0033,EducationCo13,education,P0001,Meraki MX64,22,2025-02-18,Student device management
O01597,A0032,EducationCo12,education,P0002,Meraki MX250,13,2025-01-24,Campus wireless expansion
O01598,A0007,HealthcareCo7,healthcare,P0006,Meraki MS225,22,2024-01-13,Patient data security
O01599,A0065,RetailCo5,retail,P0006,Meraki MS225,47,2025-04-08,POS security
O01600,A0054,ManufacturingCo14,manufacturing,P0003,Meraki MR33,40,2025-03-15,Safety camera installation
O01601,A0053,ManufacturingCo13,manufacturing,P0006,Meraki MS225,30,2024-12-18,Factory floor monitoring
O01602,A0045,ManufacturingCo5,manufacturing,P0006,Meraki MS225,36,2024-08-16,IoT sensor connectivity
O01603,A0047,ManufacturingCo7,manufacturing,P0003,Meraki MR33,37,2023-07-07,Supply chain tracking
O01604,A0007,HealthcareCo7,healthcare,P0001,Meraki MX64,41,2024-11-09,Patient data security
O01605,A0020,HealthcareCo20,healthcare,P0008,Meraki MV22,36,2024-02-01,Remote telehealth setup
O01606,A0091,GovernmentCo11,government,P0006,Meraki MS225,34,2025-03-18,Secure inter-agency link
O01607,A0022,EducationCo2,education,P0004,Meraki MR36,49,2024-04-09,Lecture hall streaming
O01608,A0066,RetailCo6,retail,P0002,Meraki MX250,35,2024-06-25,POS security
O01609,A0041,ManufacturingCo1,manufacturing,P0006,Meraki MS225,17,2024-06-02,Factory floor monitoring
O01610,A0086,GovernmentCo6,government,P0008,Meraki MV22,35,2025-01-01,City surveillance camera
O01611,A0058,ManufacturingCo18,manufacturing,P0010,Meraki MT10,33,2023-09-21,Factory floor monitoring
O01612,A0060,ManufacturingCo20,manufacturing,P0008,Meraki MV22,34,2024-02-25,IoT sensor connectivity
O01613,A0062,RetailCo2,retail,P0006,Meraki MS225,47,2025-01-28,Customer analytics Wi-Fi
O01614,A0089,GovernmentCo9,government,P0003,Meraki MR33,38,2023-10-20,Public Wi-Fi rollout
O01615,A0041,ManufacturingCo1,manufacturing,P0001,Meraki MX64,44,2024-02-14,Safety camera installation
O01616,A0050,ManufacturingCo10,manufacturing,P0006,Meraki MS225,24,2025-04-18,Factory floor monitoring
O01617,A0092,GovernmentCo12,government,P0008,Meraki MV22,33,2023-11-08,City surveillance camera
O01618,A0058,ManufacturingCo18,manufacturing,P0001,Meraki MX64,28,2023-12-21,Safety camera installation
O01619,A0019,HealthcareCo19,healthcare,P0003,Meraki MR33,2,2024-03-08,Patient data security
O01620,A0018,HealthcareCo18,healthcare,P0003,Meraki MR33,33,2025-03-23,HIPAA compliance monitoring
O01621,A0094,GovernmentCo14,government,P0008,Meraki MV22,38,2024-05-23,Emergency response network
O01622,A0022,EducationCo2,education,P0006,Meraki MS225,28,2024-04-17,Online testing infrastructure
O01623,A0085,GovernmentCo5,government,P0006,Meraki MS225,36,2023-12-08,Secure inter-agency link
O01624,A0087,GovernmentCo7,government,P0004,Meraki MR36,19,2023-08-25,Emergency response network
O01625,A0019,HealthcareCo19,healthcare,P0009,Meraki MV72,4,2023-10-05,HIPAA compliance monitoring
O01626,A0009,HealthcareCo9,healthcare,P0007,Meraki MV12,35,2023-10-03,Patient data security
O01627,A0001,HealthcareCo1,healthcare,P0008,Meraki MV22,47,2025-04-24,Medical imaging storage
O01628,A0081,GovernmentCo1,government,P0009,Meraki MV72,43,2024-05-18,Emergency response network
O01629,A0005,HealthcareCo5,healthcare,P0008,Meraki MV22,21,2024-03-18,Medical imaging storage
O01630,A0033,EducationCo13,education,P0002,Meraki MX250,8,2024-05-05,Lecture hall streaming
O01631,A0007,HealthcareCo7,healthcare,P0009,Meraki MV72,2,2023-10-22,HIPAA compliance monitoring
O01632,A0014,HealthcareCo14,healthcare,P0009,Meraki MV72,18,2023-09-20,Patient data security
O01633,A0031,EducationCo11,education,P0010,Meraki MT10,35,2024-03-13,Student device management
O01634,A0049,ManufacturingCo9,manufacturing,P0003,Meraki MR33,10,2023-09-11,Supply chain tracking
O01635,A0039,EducationCo19,education,P0001,Meraki MX64,41,2024-10-16,Lecture hall streaming
O01636,A0067,RetailCo7,retail,P0009,Meraki MV72,28,2024-06-24,In-store digital signage
O01637,A0033,EducationCo13,education,P0008,Meraki MV22,5,2024-01-13,Online testing infrastructure
O01638,A0071,RetailCo11,retail,P0003,Meraki MR33,43,2024-06-09,POS security
O01639,A0038,EducationCo18,education,P0006,Meraki MS225,13,2023-11-10,Student device management
O01640,A0089,GovernmentCo9,government,P0009,Meraki MV72,17,2025-01-25,Secure inter-agency link
O01641,A0011,HealthcareCo11,healthcare,P0001,Meraki MX64,30,2023-12-26,HIPAA compliance monitoring
O01642,A0092,GovernmentCo12,government,P0009,Meraki MV72,47,2025-04-19,Public Wi-Fi rollout
O01643,A0014,HealthcareCo14,healthcare,P0006,Meraki MS225,21,2024-12-01,Patient data security
O01644,A0005,HealthcareCo5,healthcare,P0007,Meraki MV12,30,2024-10-22,HIPAA compliance monitoring
O01645,A0002,HealthcareCo2,healthcare,P0004,Meraki MR36,47,2024-01-27,Medical imaging storage
O01646,A0087,GovernmentCo7,government,P0001,Meraki MX64,40,2025-04-01,Emergency response network
O01647,A0033,EducationCo13,education,P0004,Meraki MR36,2,2023-11-20,Lecture hall streaming
O01648,A0037,EducationCo17,education,P0010,Meraki MT10,7,2023-08-19,Student device management
O01649,A0013,HealthcareCo13,healthcare,P0009,Meraki MV72,47,2025-04-08,Patient data security
O01650,A0019,HealthcareCo19,healthcare,P0009,Meraki MV72,26,2024-11-09,Patient data security
O01651,A0009,HealthcareCo9,healthcare,P0003,Meraki MR33,23,2025-01-20,Remote telehealth setup
O01652,A0044,ManufacturingCo4,manufacturing,P0010,Meraki MT10,24,2023-11-10,IoT sensor connectivity
O01653,A0058,ManufacturingCo18,manufacturing,P0003,Meraki MR33,15,2023-12-08,Factory floor monitoring
O01654,A0035,EducationCo15,education,P0004,Meraki MR36,31,2023-11-27,Student device management
O01655,A0026,EducationCo6,education,P0001,Meraki MX64,48,2024-11-28,Online testing infrastructure
O01656,A0026,EducationCo6,education,P0006,Meraki MS225,32,2025-03-04,Lecture hall streaming
O01657,A0078,RetailCo18,retail,P0002,Meraki MX250,19,2023-12-02,Customer analytics Wi-Fi
O01658,A0037,EducationCo17,education,P0004,Meraki MR36,44,2024-04-24,Online testing infrastructure
O01659,A0062,RetailCo2,retail,P0008,Meraki MV22,31,2024-04-01,POS security
O01660,A0049,ManufacturingCo9,manufacturing,P0010,Meraki MT10,8,2025-04-23,IoT sensor connectivity
O01661,A0058,ManufacturingCo18,manufacturing,P0008,Meraki MV22,15,2023-05-24,Factory floor monitoring
O01662,A0018,HealthcareCo18,healthcare,P0004,Meraki MR36,1,2023-10-07,Medical imaging storage
O01663,A0080,RetailCo20,retail,P0008,Meraki MV22,36,2024-05-21,Customer analytics Wi-Fi
O01664,A0072,RetailCo12,retail,P0006,Meraki MS225,23,2024-03-15,Inventory system network
O01665,A0068,RetailCo8,retail,P0006,Meraki MS225,28,2024-01-17,POS security
O01666,A0055,ManufacturingCo15,manufacturing,P0004,Meraki MR36,40,2023-11-28,Factory floor monitoring
O01667,A0066,RetailCo6,retail,P0003,Meraki MR33,19,2023-09-14,POS security
O01668,A0099,GovernmentCo19,government,P0006,Meraki MS225,43,2025-04-21,Public Wi-Fi rollout
O01669,A0064,RetailCo4,retail,P0004,Meraki MR36,10,2023-10-01,In-store digital signage
O01670,A0007,HealthcareCo7,healthcare,P0007,Meraki MV12,17,2024-08-30,Patient data security
O01671,A0087,GovernmentCo7,government,P0003,Meraki MR33,22,2025-02-23,Public Wi-Fi rollout
O01672,A0095,GovernmentCo15,government,P0008,Meraki MV22,36,2023-11-05,Public Wi-Fi rollout
O01673,A0081,GovernmentCo1,government,P0003,Meraki MR33,15,2024-09-27,City surveillance camera
O01674,A0077,RetailCo17,retail,P0005,Meraki MS120,4,2024-07-26,POS security
O01675,A0066,RetailCo6,retail,P0006,Meraki MS225,29,2024-06-20,POS security
O01676,A0061,RetailCo1,retail,P0007,Meraki MV12,17,2025-01-07,Inventory system network
O01677,A0033,EducationCo13,education,P0009,Meraki MV72,3,2024-10-13,Campus wireless expansion
O01678,A0066,RetailCo6,retail,P0004,Meraki MR36,23,2023-09-16,POS security
O01679,A0082,GovernmentCo2,government,P0010,Meraki MT10,12,2024-01-21,Emergency response network
O01680,A0027,EducationCo7,education,P0009,Meraki MV72,1,2025-02-09,Student device management
O01681,A0051,ManufacturingCo11,manufacturing,P0009,Meraki MV72,33,2023-06-01,Factory floor monitoring
O01682,A0014,HealthcareCo14,healthcare,P0010,Meraki MT10,48,2024-06-03,HIPAA compliance monitoring
O01683,A0039,EducationCo19,education,P0004,Meraki MR36,26,2024-02-17,Lecture hall streaming
O01684,A0033,EducationCo13,education,P0009,Meraki MV72,39,2024-12-19,Campus wireless expansion
O01685,A0079,RetailCo19,retail,P0010,Meraki MT10,6,2023-10-09,POS security
O01686,A0005,HealthcareCo5,healthcare,P0004,Meraki MR36,19,2023-11-29,Medical imaging storage
O01687,A0065,RetailCo5,retail,P0001,Meraki MX64,48,2024-03-18,Inventory system network
O01688,A0084,GovernmentCo4,government,P0006,Meraki MS225,28,2024-02-20,Secure inter-agency link
O01689,A0015,HealthcareCo15,healthcare,P0003,Meraki MR33,30,2024-05-04,Patient data security
O01690,A0052,ManufacturingCo12,manufacturing,P0001,Meraki MX64,16,2024-09-09,Factory floor monitoring
O01691,A0044,ManufacturingCo4,manufacturing,P0003,Meraki MR33,45,2025-02-14,Factory floor monitoring
O01692,A0073,RetailCo13,retail,P0003,Meraki MR33,31,2024-05-15,POS security
O01693,A0029,EducationCo9,education,P0008,Meraki MV22,28,2023-08-27,Student device management
O01694,A0011,HealthcareCo11,healthcare,P0009,Meraki MV72,40,2024-08-02,Patient data security
O01695,A0021,EducationCo1,education,P0007,Meraki MV12,43,2024-12-12,Student device management
O01696,A0021,EducationCo1,education,P0003,Meraki MR33,4,2024-06-24,Student device management
O01697,A0068,RetailCo8,retail,P0010,Meraki MT10,20,2023-05-14,In-store digital signage
O01698,A0063,RetailCo3,retail,P0008,Meraki MV22,18,2023-05-27,POS security
O01699,A0061,RetailCo1,retail,P0002,Meraki MX250,27,2024-11-15,POS security
O01700,A0028,EducationCo8,education,P0007,Meraki MV12,21,2025-04-28,Online testing infrastructure
O01701,A0094,GovernmentCo14,government,P0006,Meraki MS225,5,2025-04-21,Public Wi-Fi rollout
O01702,A0004,HealthcareCo4,healthcare,P0001,Meraki MX64,22,2024-12-28,Remote telehealth setup
O01703,A0079,RetailCo19,retail,P0003,Meraki MR33,24,2023-11-06,Inventory system network
O01704,A0034,EducationCo14,education,P0010,Meraki MT10,14,2023-06-14,Campus wireless expansion
O01705,A0056,ManufacturingCo16,manufacturing,P0005,Meraki MS120,40,2024-09-24,IoT sensor connectivity
O01706,A0052,ManufacturingCo12,manufacturing,P0002,Meraki MX250,31,2024-05-11,Supply chain tracking
O01707,A0032,EducationCo12,education,P0005,Meraki MS120,41,2023-12-07,Campus wireless expansion
